date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
07:39:37	79736/79736	---M--	200	added ('OK')	image/jpeg	etag:%226936913d-13778%22	https://cdn.davisawning.com/products/zip-screen.jpg	C:/Users/Hi/Desktop/mm/00/cdn.davisawning.com/products/zip-screen.jpg	(from https://davisawning.com/)
07:39:38	263932/263932	---M--	200	added ('OK')	image/jpeg	etag:%226936913d-406fc%22	https://cdn.davisawning.com/products/window-awning.jpg	C:/Users/Hi/Desktop/mm/00/cdn.davisawning.com/products/window-awning.jpg	(from https://davisawning.com/)
07:39:38	191414/191414	---M--	200	added ('OK')	image/jpeg	etag:%226936913d-2ebb6%22	https://cdn.davisawning.com/products/original-awning.jpg	C:/Users/Hi/Desktop/mm/00/cdn.davisawning.com/products/original-awning.jpg	(from https://davisawning.com/)
07:39:42	157114/157114	---M--	200	added ('OK')	image/jpeg	etag:%226936913d-265ba%22	https://cdn.davisawning.com/products/external-roof-blinds.jpg	C:/Users/Hi/Desktop/mm/00/cdn.davisawning.com/products/external-roof-blinds.jpg	(from https://davisawning.com/)
07:39:44	96097/96097	---M--	200	added ('OK')	image/jpeg	etag:%226936913d-17761%22	https://cdn.davisawning.com/products/modular-building-cabin-space-capsule.jpg	C:/Users/Hi/Desktop/mm/00/cdn.davisawning.com/products/modular-building-cabin-space-capsule.jpg	(from https://davisawning.com/)
07:39:44	176845/176845	---M--	200	added ('OK')	image/jpeg	etag:%226936913d-2b2cd%22	https://cdn.davisawning.com/products/garden-dome-igloo.jpg	C:/Users/Hi/Desktop/mm/00/cdn.davisawning.com/products/garden-dome-igloo.jpg	(from https://davisawning.com/)
07:39:44	80721/80721	---M--	200	added ('OK')	application/javascript	etag:%226954f01d-13b51%22	https://davisawning.com/assets/bootstrap.bundle.min.js	C:/Users/Hi/Desktop/mm/00/davisawning.com/assets/bootstrap.bundle.min.js	(from https://davisawning.com/)
07:39:45	94326/94326	---MCZ	200	added ('OK')	text/html	etag:W/%226954f01e-17076%22	https://davisawning.com/project/flip-top-and-folding-pergolas-for-office-terraces-in-hangzhou.html	C:/Users/Hi/Desktop/mm/00/davisawning.com/project/flip-top-and-folding-pergolas-for-office-terraces-in-hangzhou.html	(from https://davisawning.com/project/)
07:39:45	149089/149089	---M--	200	added ('OK')	image/jpeg	etag:%226936913d-24661%22	https://cdn.davisawning.com/project/flip-top-and-folding-pergolas-for-office-terraces-in-hangzhou.jpg	C:/Users/Hi/Desktop/mm/00/cdn.davisawning.com/project/flip-top-and-folding-pergolas-for-office-terraces-in-hangzhou.jpg	(from https://davisawning.com/project/)
07:39:45	95318/95318	---MCZ	200	added ('OK')	text/html	etag:W/%226954f01e-17456%22	https://davisawning.com/project/retractable-awnings-and-windproof-roller-blinds-at-the-guangzhou-high-altitude-open-air-restaurant.html	C:/Users/Hi/Desktop/mm/00/davisawning.com/project/retractable-awnings-and-windproof-roller-blinds-at-the-guangzhou-high-altitude-open-air-restaurant.html	(from https://davisawning.com/project/)
07:39:45	154076/154076	---M--	200	added ('OK')	image/jpeg	etag:%226936913d-259dc%22	https://cdn.davisawning.com/project/retractable-awnings-and-windproof-roller-blinds-at-the-guangzhou-high-altitude-open-air-restaurant.jpg	C:/Users/Hi/Desktop/mm/00/cdn.davisawning.com/project/retractable-awnings-and-windproof-roller-blinds-at-the-guangzhou-high-altitude-open-air-restaurant.jpg	(from https://davisawning.com/project/)
07:39:46	87651/87651	---MCZ	200	added ('OK')	text/html	etag:W/%226954f01e-15663%22	https://davisawning.com/project/dongguan-retractable-awning-in-the-garden-parking-lot.html	C:/Users/Hi/Desktop/mm/00/davisawning.com/project/dongguan-retractable-awning-in-the-garden-parking-lot.html	(from https://davisawning.com/project/)
07:39:46	91105/91105	---MCZ	200	added ('OK')	text/html	etag:W/%226954f01e-163e1%22	https://davisawning.com/project/shenzhen-constant-temperature-swimming-pool.html	C:/Users/Hi/Desktop/mm/00/davisawning.com/project/shenzhen-constant-temperature-swimming-pool.html	(from https://davisawning.com/project/)
07:39:46	247810/247810	---M--	200	added ('OK')	image/jpeg	etag:%226936913d-3c802%22	https://cdn.davisawning.com/project/dongguan-retractable-awning-in-the-garden-parking-lot.jpg	C:/Users/Hi/Desktop/mm/00/cdn.davisawning.com/project/dongguan-retractable-awning-in-the-garden-parking-lot.jpg	(from https://davisawning.com/project/)
